Carrier Group,Call Sign,Registration,Model,Operation,Origination Airport,Destination Airport,Gate Assigned (Aerobahn),Gate,Runway Assigned (Aerobahn),Runway,First Fix,International or Domestic Indicator,Event Time,Flight Origination Date,Scheduled Off Block Time (Aerobahn),Actual Off Block Time (Aerobahn),Movement Area Entrance Time,Actual Take Off Time (Aerobahn),Actual Landing Time (Aerobahn),Movement Area Exit Time,Scheduled In Block Time (Aerobahn),Actual In Block Time (Aerobahn),Total Taxi Time
United Airlines,ASQ3929,N12163,E45X,Arrival,JAX,EWR,Gate_20A,Gate_20A,4R,4R,WISPR,,9/20/15 13:29,,9/20/15 11:45,9/20/15 11:28,,9/20/15 11:40,9/20/15 13:29,9/20/15 13:33,9/20/15 14:09,9/20/15 13:49,0:20:21
United Airlines,ASQ4206,N13118,E45X,Arrival,SAV,EWR,Gate_23,Gate_23,4R,4R,SAV,,9/20/15 13:30,,9/20/15 11:48,9/20/15 11:42,,9/20/15 11:54,9/20/15 13:30,9/20/15 13:36,9/20/15 13:55,9/20/15 13:37,0:06:41
United Airlines,UAL969,N77019,B772,Arrival,MXP,EWR,Gate_123,Gate_123,4R,4R,AOSTA,,9/20/15 13:31,,9/20/15 4:40,9/20/15 4:40,,9/20/15 4:58,9/20/15 13:31,9/20/15 13:38,9/20/15 13:45,9/20/15 13:39,0:07:16
United Airlines,ASQ4113,N11191,E45X,Arrival,MHT,EWR,Gate_26,Gate_26,4R,4R,HANAA,,9/20/15 13:33,,9/20/15 12:12,9/20/15 12:08,,9/20/15 12:27,9/20/15 13:33,9/20/15 13:37,9/20/15 13:34,9/20/15 13:44,0:11:19
General Aviation,,XA-NDY,,Arrival,,,,,4R,4R,,,9/20/15 13:35,,,,,,9/20/15 13:35,,,,
General Aviation,JBU544,N534JB,A320,Arrival,PBI,EWR,Gate_16,Gate_16,4R,4R,AMNDA,,9/20/15 13:36,,9/20/15 11:12,,,9/20/15 11:15,9/20/15 13:36,9/20/15 13:44,9/20/15 13:59,9/20/15 13:45,0:09:03
United Airlines,UAL1021,N66831,B739,Arrival,DEN,EWR,Gate_70,Gate_70,4R,4R,SHAYK,,9/20/15 13:37,,9/20/15 10:15,9/20/15 10:12,,9/20/15 10:25,9/20/15 13:37,9/20/15 13:41,9/20/15 14:01,9/20/15 13:42,0:04:40
General Aviation,CPZ5680,N747CZ,E170,Arrival,MSP,EWR,Gate_40,,4R,4R,ODI,,9/20/15 13:39,,9/20/15 11:11,9/20/15 11:03,,9/20/15 11:20,9/20/15 13:39,9/20/15 13:43,9/20/15 13:59,9/20/15 13:46,0:05:20
General Aviation,POE131,C-GKQD,DH8D,Arrival,YTZ,EWR,Gate_51,Gate_51,4R,4R,AHPAH,International,9/20/15 13:40,9/20/15,9/20/15 11:55,9/20/15 11:55,,9/20/15 12:28,9/20/15 13:40,9/20/15 13:44,9/20/15 13:25,9/20/15 14:04,0:24:01
United Airlines,UCA4786,N365PH,DH8B,Arrival,MHT,EWR,Gate_87,Gate_87,4R,4R,CLOWW,,9/20/15 13:42,,9/20/15 9:54,9/20/15 12:15,,9/20/15 12:30,9/20/15 13:42,9/20/15 13:50,9/20/15 11:30,9/20/15 13:50,0:08:37
General Aviation,RPA4278,N427YX,E170,Arrival,EWR,ORD,,,4R,4R,COATE,,9/20/15 13:43,,9/17/15 19:29,,,9/17/15 21:40,9/20/15 13:43,,,,
United Airlines,TCF3537,N642RW,E170,Arrival,ROC,EWR,Gate_22,Gate_22,4R,4R,HANKK,,9/20/15 13:44,,9/20/15 12:23,9/20/15 12:16,,9/20/15 12:49,9/20/15 13:44,9/20/15 13:50,9/20/15 13:42,9/20/15 13:51,0:06:49
United Airlines,UAL121,N67058,B764,Arrival,BCN,EWR,Gate_67,Gate_67,4R,4R,LOBAR,,9/20/15 13:45,,9/20/15 4:50,9/20/15 5:08,,9/20/15 5:33,9/20/15 13:45,9/20/15 13:51,9/20/15 13:45,9/20/15 13:52,0:06:39
United Airlines,UAL568,N445UA,A320,Arrival,AUS,EWR,Gate_72,Gate_72,4R,4R,JESSO,,9/20/15 13:47,,9/20/15 10:41,9/20/15 10:37,,9/20/15 10:52,9/20/15 13:47,9/20/15 13:54,9/20/15 14:26,9/20/15 13:59,0:11:29
General Aviation,PDT4742,N938HA,DH8A,Arrival,PHL,EWR,Gate_39,Gate_39,4L,4L,RUUTH,,9/20/15 13:48,,9/20/15 12:54,9/20/15 12:50,,9/20/15 13:23,9/20/15 13:48,9/20/15 13:52,9/20/15 13:46,9/20/15 13:53,0:04:17
General Aviation,AUA0000,OE-LAY,,Arrival,,,,,4R,4R,,,9/20/15 13:50,,,,,,9/20/15 13:50,,,,
United Airlines,ASQ4440,N14905,E145,Arrival,MKE,EWR,Gate_26X,Gate_26X,4R,4R,SQUIB,,9/20/15 13:52,,9/20/15 11:49,9/20/15 11:45,,9/20/15 11:57,9/20/15 13:52,9/20/15 13:57,9/20/15 13:59,9/20/15 14:04,0:12:35
United Airlines,TCF3564,N637RW,E170,Arrival,BNA,EWR,Gate_23A,Gate_23A,4R,4R,OLSIE,,9/20/15 13:53,,9/20/15 11:50,9/20/15 11:44,,9/20/15 11:58,9/20/15 13:53,9/20/15 13:59,9/20/15 14:07,9/20/15 14:00,0:07:23
United Airlines,UAL51,N79011,B772,Arrival,FRA,EWR,Gate_54,Gate_54,4R,4R,TAFFY,,9/20/15 13:54,,9/20/15 5:20,9/20/15 5:27,,9/20/15 5:42,9/20/15 13:54,9/20/15 14:00,9/20/15 14:05,9/20/15 14:00,0:06:06
United Airlines,UAL116,N78013,B772,Arrival,HKG,EWR,Gate_62,Gate_62,4R,4R,OCEAN,,9/20/15 13:56,,9/19/15 22:25,9/19/15 22:33,,9/19/15 22:49,9/20/15 13:56,9/20/15 14:00,9/20/15 14:00,9/20/15 14:00,0:03:42
United Airlines,ASQ3813,N26549,E145,Arrival,YQB,EWR,Gate_136,Gate_136,4R,4R,PESVI,,9/20/15 13:58,,9/20/15 12:22,9/20/15 12:12,,9/20/15 12:25,9/20/15 13:58,9/20/15 14:02,9/20/15 14:07,9/20/15 14:02,0:04:14
General Aviation,AAL1936,N723UW,A319,Arrival,CLT,EWR,,,4R,4R,MERIL,,9/20/15 13:59,,9/19/15 12:10,,,9/19/15 12:21,9/20/15 13:59,,,,
United Airlines,UAL536,N435UA,A320,Arrival,SEA,EWR,Gate_98,Gate_98,4R,4R,SEA,,9/20/15 14:00,,9/20/15 9:00,9/20/15 8:57,,9/20/15 9:19,9/20/15 14:00,9/20/15 14:03,9/20/15 14:18,9/20/15 14:03,0:03:00
General Aviation,JZA668,C-FUJZ,CRJ9,Arrival,YYZ,EWR,,Gate_12,11,11,BMPAH,,9/20/15 14:01,,9/20/15 12:30,9/20/15 12:34,,9/20/15 12:54,9/20/15 14:01,9/20/15 14:07,9/20/15 13:59,9/20/15 14:08,0:06:37
United Airlines,ASQ4300,N14902,E145,Arrival,BOS,EWR,Gate_25A,Gate_25A,4R,4R,PATSS,,9/20/15 14:01,,9/20/15 12:59,9/20/15 12:51,,9/20/15 13:09,9/20/15 14:01,9/20/15 14:06,9/20/15 14:30,9/20/15 14:07,0:05:49
United Airlines,UAL1645,N73278,B738,Arrival,PBI,EWR,Gate_112,Gate_112,4R,4R,SHEDS,,9/20/15 14:02,,9/20/15 11:34,9/20/15 11:34,,9/20/15 11:45,9/20/15 14:02,9/20/15 14:06,9/20/15 14:24,9/20/15 14:09,0:06:15
United Airlines,UAL1947,N61886,B739,Arrival,LAX,EWR,Gate_81,Gate_81,4R,4R,TRM,,9/20/15 14:04,,9/20/15 9:00,9/20/15 8:58,,9/20/15 9:18,9/20/15 14:04,9/20/15 14:06,9/20/15 14:32,9/20/15 14:07,0:03:09
United Airlines,UAL1284,N37427,B739,Arrival,TPA,EWR,Gate_74,Gate_74,4R,4R,DUNKN,,9/20/15 14:05,,9/20/15 12:00,9/20/15 11:50,,9/20/15 11:58,9/20/15 14:05,9/20/15 14:09,9/20/15 14:42,9/20/15 14:10,0:04:50
United Airlines,UCA4833,N359PH,DH8B,Arrival,ORF,EWR,Gate_114,Gate_114,4R,4R,HPW,,9/20/15 14:06,,9/20/15 12:25,9/20/15 12:20,,9/20/15 12:45,9/20/15 14:06,9/20/15 14:10,9/20/15 14:11,9/20/15 14:10,0:04:01
United Airlines,UCA5003,N351PH,DH8B,Arrival,BDL,EWR,Gate_115,Gate_115,11,11,HFD,,9/20/15 14:08,,9/20/15 13:13,9/20/15 13:13,,9/20/15 13:30,9/20/15 14:08,9/20/15 14:11,9/20/15 14:21,9/20/15 14:12,0:03:53
United Airlines,UCA4780,N367PH,DH8B,Arrival,AVP,EWR,Gate_85,Gate_85,4R,4R,LVZ,,9/20/15 14:08,,9/20/15 13:31,9/20/15 13:16,,9/20/15 13:30,9/20/15 14:08,9/20/15 14:15,9/20/15 14:30,9/20/15 14:15,0:06:45
General Aviation,DJT100,F-HTAG,,Arrival,CDG,EWR,,,4R,4R,,,9/20/15 14:10,,9/20/15 5:30,,,9/20/15 5:52,9/20/15 14:10,9/20/15 14:14,9/20/15 14:10,,
United Airlines,UAL1560,N66837,B739,Arrival,MCO,EWR,Gate_107,Gate_107,4R,4R,SAV,,9/20/15 14:11,,9/20/15 11:47,9/20/15 11:49,,9/20/15 12:03,9/20/15 14:11,9/20/15 14:13,9/20/15 14:29,9/20/15 14:14,0:03:24
United Airlines,UAL1065,N76529,B738,Arrival,LAS,EWR,Gate_86,Gate_86,4R,4R,DVC,,9/20/15 14:12,,9/20/15 9:27,9/20/15 9:27,,9/20/15 9:41,9/20/15 14:12,9/20/15 14:16,9/20/15 14:27,9/20/15 14:17,0:04:49
United Airlines,UAL1641,N69816,B739,Arrival,SAN,EWR,Gate_80,Gate_80,4R,4R,IPL,,9/20/15 14:13,,9/20/15 9:15,9/20/15 9:08,,9/20/15 9:31,9/20/15 14:13,9/20/15 14:16,9/20/15 14:46,9/20/15 14:17,0:03:42
General Aviation,,N680FD,680,Arrival,,,,Gate_WestPark_8,4R,4R,,,9/20/15 14:14,,,,,,9/20/15 14:14,9/20/15 14:20,,9/20/15 14:21,0:06:47
General Aviation,AAL275,N819NN,B738,Arrival,DFW,EWR,Gate_33,Gate_33,4R,4R,BSKAT,,9/20/15 14:16,,9/20/15 11:02,9/20/15 11:23,,9/20/15 11:33,9/20/15 14:16,9/20/15 14:19,9/20/15 14:27,9/20/15 14:21,0:05:04
United Airlines,ASQ4325,N14204,E45X,Arrival,CLT,EWR,Gate_27,Gate_27,4R,4R,MERIL,,9/20/15 14:17,,9/20/15 12:32,9/20/15 12:29,,9/20/15 13:02,9/20/15 14:17,9/20/15 14:22,9/20/15 14:27,9/20/15 14:34,0:17:04
General Aviation,,N721UF,,Arrival,,,,,4R,4R,,,9/20/15 14:18,,,,,,9/20/15 14:18,,,,
United Airlines,TCF3569,N861RW,E170,Arrival,CLE,EWR,Gate_25,Gate_25,4R,4R,FAILS,,9/20/15 14:19,,9/20/15 12:50,9/20/15 12:44,,9/20/15 13:07,9/20/15 14:19,9/20/15 14:25,9/20/15 14:30,9/20/15 14:26,0:06:12
United Airlines,RPA3286,N721YX,E170,Arrival,PIT,EWR,Gate_113,Gate_113,4R,4R,EWC,,9/20/15 14:20,,9/20/15 12:32,9/20/15 12:56,,9/20/15 13:18,9/20/15 14:20,9/20/15 14:23,9/20/15 14:01,9/20/15 14:24,0:03:31
United Airlines,UAL109,N14107,B752,Arrival,EDI,EWR,Gate_56,Gate_56,4R,4R,TAFFY,,9/20/15 14:21,,9/20/15 7:05,9/20/15 6:59,,9/20/15 7:11,9/20/15 14:21,9/20/15 14:34,9/20/15 14:55,9/20/15 14:35,0:13:08
United Airlines,UAL169,N66051,B764,Arrival,VCE,EWR,Gate_128,Gate_128,4R,4R,VIC,,9/20/15 14:23,,9/20/15 4:55,9/20/15 5:04,,9/20/15 5:18,9/20/15 14:23,9/20/15 14:27,9/20/15 14:35,9/20/15 14:27,0:04:36
General Aviation,JBU1512,N652JB,A320,Arrival,RSW,EWR,,Gate_17,4R,4R,ORL,,9/20/15 14:24,,9/20/15 12:00,,,9/20/15 12:08,9/20/15 14:24,9/20/15 14:29,9/20/15 14:48,9/20/15 14:29,0:05:11
General Aviation,DAL1942,N969AT,B712,Arrival,ATL,EWR,Gate_46B,Gate_46B,4R,4R,SPA,Domestic,9/20/15 14:26,9/20/15,9/20/15 12:35,9/20/15 12:34,,9/20/15 12:50,9/20/15 14:26,9/20/15 14:30,9/20/15 14:55,9/20/15 14:31,0:05:01
United Airlines,TCF3574,N856RW,E170,Arrival,MCI,EWR,Gate_103,Gate_103,4R,4R,SPI,,9/20/15 14:27,,9/20/15 12:12,9/20/15 12:05,,9/20/15 12:15,9/20/15 14:27,9/20/15 14:31,9/20/15 15:02,9/20/15 14:34,0:07:02
United Airlines,TCF3486,N636RW,E170,Arrival,SDF,EWR,Gate_88,Gate_88,4L,4L,SHIPR,,9/20/15 14:29,,9/20/15 12:56,9/20/15 12:54,,9/20/15 13:03,9/20/15 14:29,9/20/15 14:40,9/20/15 15:00,9/20/15 14:40,0:10:35
United Airlines,ASQ4537,N21537,E145,Arrival,MEM,EWR,Gate_26A,Gate_26A,4R,4R,HUMMS,,9/20/15 14:31,,9/20/15 12:10,9/20/15 12:11,,9/20/15 12:22,9/20/15 14:31,9/20/15 14:38,9/20/15 14:54,9/20/15 14:39,0:07:41
General Aviation,DLH408,D-AIGT,A343,Arrival,DUS,EWR,,,4R,4R,MOWND300036,International,9/20/15 14:33,9/20/15,9/20/15 6:05,9/20/15 6:05,,9/20/15 6:19,9/20/15 14:33,,9/20/15 14:35,9/20/15 14:45,
United Airlines,UAL1289,N37471,B739,Arrival,IAH,EWR,Gate_94,Gate_94,4R,4R,GUSTI,,9/20/15 14:34,,9/20/15 11:22,9/20/15 11:24,,9/20/15 11:45,9/20/15 14:34,9/20/15 14:38,9/20/15 14:54,9/20/15 14:39,0:05:26
General Aviation,SWA2085,N7711N,B737,Arrival,MDW,EWR,Gate_14,Gate_14,4R,4R,LEWKE,,9/20/15 14:35,,9/20/15 12:55,9/20/15 12:51,,9/20/15 13:03,9/20/15 14:35,9/20/15 14:43,9/20/15 15:00,9/20/15 14:44,0:08:40
United Airlines,ASQ4122,N13913,E145,Arrival,DAY,EWR,Gate_24,Gate_24,4R,4R,ROD,,9/20/15 14:36,,9/20/15 13:10,9/20/15 13:04,,9/20/15 13:12,9/20/15 14:36,9/20/15 14:44,9/20/15 14:58,9/20/15 14:45,0:08:30
General Aviation,AAL640,N193UW,A321,Arrival,CLT,EWR,,Gate_38,4R,4R,MERIL,,9/20/15 14:37,,9/20/15 13:15,,,9/20/15 13:26,9/20/15 14:37,9/20/15 14:43,,9/20/15 14:44,0:07:05
United Airlines,UAL1064,N54711,B737,Arrival,MEX,EWR,Gate_61,Gate_61,4R,4R,,,9/20/15 14:39,,9/20/15 10:00,9/20/15 9:58,,9/20/15 10:25,9/20/15 14:39,9/20/15 14:46,9/20/15 14:44,9/20/15 14:49,0:10:29
General Aviation,CBJ0000,B-5266,,Arrival,,,,,4R,4R,,,9/20/15 14:40,,,,,,9/20/15 14:40,9/20/15 14:46,,,
United Airlines,ASQ4352,N14920,E145,Arrival,IND,EWR,Gate_28,Gate_28,4R,4R,BDOCK,,9/20/15 14:43,,9/20/15 13:11,9/20/15 13:01,,9/20/15 13:11,9/20/15 14:43,9/20/15 14:46,9/20/15 15:14,9/20/15 14:54,0:11:39
General Aviation,POE135,C-GLQX,DH8D,Arrival,YTZ,EWR,Gate_51,Gate_51,11,11,AHPAH,International,9/20/15 14:44,9/20/15,9/20/15 13:35,9/20/15 13:35,,9/20/15 13:44,9/20/15 14:44,9/20/15 14:49,9/20/15 15:05,9/20/15 15:14,0:29:57
United Airlines,UAL1211,N12221,B738,Arrival,SFO,EWR,Gate_82,Gate_82,4R,4R,SYRAH,,9/20/15 14:45,,9/20/15 9:35,9/20/15 9:35,,9/20/15 9:47,9/20/15 14:45,9/20/15 14:49,9/20/15 15:15,9/20/15 14:51,0:06:41
United Airlines,RPA3889,N345NG,DH8D,Arrival,IAD,EWR,Gate_109,Gate_109,4R,4R,WOOLY,,9/20/15 14:47,,9/20/15 12:45,9/20/15 13:39,,9/20/15 14:03,9/20/15 14:47,9/20/15 14:50,9/20/15 14:19,9/20/15 14:51,0:04:09
United Airlines,UCA5000,N360PH,DH8B,Arrival,BWI,EWR,Gate_87,Gate_87,4R,4R,SWANN,,9/20/15 14:50,,9/20/15 13:51,9/20/15 13:51,,9/20/15 14:08,9/20/15 14:50,9/20/15 15:06,9/20/15 15:06,9/20/15 15:06,0:16:28
United Airlines,ASQ4439,N13994,E145,Arrival,YOW,EWR,Gate_26X,Gate_26X,4R,4R,IKLAX,,9/20/15 14:57,,9/20/15 13:54,9/20/15 13:45,,9/20/15 13:59,9/20/15 14:57,9/20/15 15:03,9/20/15 15:21,9/20/15 15:06,0:08:58
General Aviation,SAS909,LN-RKN,A333,Arrival,CPH,EWR,,,4R,4R,YSC,International,9/20/15 14:59,9/20/15,9/20/15 6:25,9/20/15 6:33,,9/20/15 6:47,9/20/15 14:59,,9/20/15 14:55,9/20/15 15:06,
General Aviation,EJA628,N628QS,C56X,Arrival,HTO,EWR,,,11,11,HVN,,9/20/15 15:00,,9/20/15 13:30,,,9/20/15 14:29,9/20/15 15:00,,,,
United Airlines,UCA5016,N358PH,DH8B,Arrival,SYR,EWR,Gate_114,Gate_114,11,11,POMPY,,9/20/15 15:04,,9/20/15 14:10,9/20/15 14:00,,9/20/15 14:13,9/20/15 15:04,9/20/15 15:10,9/20/15 15:33,9/20/15 15:11,0:06:52
General Aviation,PDT4882,N941HA,DH8A,Arrival,PHL,EWR,Gate_39,Gate_39,4R,4R,RUUTH,,9/20/15 15:05,,9/20/15 14:30,9/20/15 14:28,,9/20/15 14:42,9/20/15 15:05,9/20/15 15:07,9/20/15 15:29,9/20/15 15:15,0:10:37
United Airlines,UAL1022,N66808,B739,Arrival,PTY,EWR,Gate_135,Gate_135,4R,4R,UCL,,9/20/15 15:07,,9/20/15 10:15,9/20/15 10:14,,9/20/15 10:30,9/20/15 15:07,9/20/15 15:29,9/20/15 15:35,9/20/15 15:29,0:22:40
United Airlines,ASQ4649,N14173,E45X,Arrival,OMA,EWR,Gate_22,Gate_22,4R,4R,DSM,,9/20/15 15:10,,9/20/15 12:38,9/20/15 12:40,,9/20/15 12:53,9/20/15 15:10,9/20/15 15:15,9/20/15 15:29,9/20/15 15:24,0:13:44
United Airlines,RPA3311,N652PY,E170,Arrival,MSY,EWR,Gate_70,Gate_111,4R,4R,GCV,,9/20/15 15:12,,9/19/15 13:00,9/19/15 13:35,,9/19/15 13:46,9/20/15 15:12,9/20/15 15:14,9/19/15 16:02,9/20/15 15:16,0:04:28
United Airlines,RPA3299,N857RW,E170,Arrival,RDU,EWR,Gate_101,Gate_101,4R,4R,FAK,,9/20/15 15:14,,9/20/15 14:10,9/20/15 14:01,,9/20/15 14:15,9/20/15 15:14,9/20/15 15:18,9/20/15 15:50,9/20/15 15:20,0:06:03
United Airlines,ASQ4374,N15912,E145,Arrival,ORF,EWR,Gate_20,Gate_20,4R,4R,HPW,,9/20/15 15:16,,9/20/15 14:25,9/20/15 14:14,,9/20/15 14:23,9/20/15 15:16,9/20/15 15:21,9/20/15 15:49,9/20/15 15:29,0:13:36
General Aviation,SWA1582,N7752B,B737,Arrival,HOU,EWR,Gate_15,Gate_15,4R,4R,ORRTH,,9/20/15 15:17,,9/20/15 12:25,9/20/15 12:22,,9/20/15 12:30,9/20/15 15:17,9/20/15 15:21,9/20/15 15:55,9/20/15 16:41,1:23:42
United Airlines,UAL1294,N66814,B739,Arrival,MCO,EWR,Gate_73,Gate_73,4R,4R,SAV,,9/20/15 15:19,,9/20/15 13:15,9/20/15 13:08,,9/20/15 13:19,9/20/15 15:19,9/20/15 15:22,9/20/15 15:58,9/20/15 15:23,0:04:40
United Airlines,UAL16,N67134,B752,Arrival,LHR,EWR,Gate_57,Gate_57,4R,4R,4336N/06654W,,9/20/15 15:22,,9/20/15 7:00,9/20/15 7:02,,9/20/15 7:37,9/20/15 15:22,9/20/15 15:29,9/20/15 15:25,9/20/15 15:32,0:09:48
United Airlines,ASQ4463,N16976,E145,Arrival,RIC,EWR,Gate_26,Gate_26,4R,4R,PXT,,9/20/15 15:24,,9/20/15 14:12,9/20/15 14:19,,9/20/15 14:40,9/20/15 15:24,9/20/15 15:31,9/20/15 15:38,9/20/15 15:32,0:08:00
United Airlines,UAL1054,N78438,B739,Arrival,MSY,EWR,Gate_72,Gate_72,4R,4R,GCV,,9/20/15 15:26,,9/20/15 13:00,9/20/15 12:56,,9/20/15 13:04,9/20/15 15:26,9/20/15 15:29,9/20/15 15:59,9/20/15 15:30,0:04:49
United Airlines,UCA4842,N876CA,DH8C,Arrival,PVD,EWR,Gate_115,Gate_115,11,11,PVD,,9/20/15 15:26,,9/20/15 14:24,9/20/15 14:19,,9/20/15 14:33,9/20/15 15:26,9/20/15 15:36,9/20/15 15:44,9/20/15 15:36,0:09:55
United Airlines,ASQ4170,N22909,E145,Arrival,BNA,EWR,Gate_20A,Gate_20A,4R,4R,SWAPP,,9/20/15 15:27,,9/20/15 13:51,9/20/15 13:36,,9/20/15 13:49,9/20/15 15:27,9/20/15 15:32,9/20/15 16:08,9/20/15 15:39,0:12:07
United Airlines,UAL1417,N36272,B738,Arrival,FLL,EWR,Gate_134,Gate_134,4R,4R,ARKES,,9/20/15 15:29,,9/20/15 12:58,9/20/15 12:54,,9/20/15 13:08,9/20/15 15:29,9/20/15 15:33,9/20/15 15:59,9/20/15 15:34,0:04:56
General Aviation,DAL1152,N960AT,B712,Arrival,DTW,EWR,Gate_41B,Gate_41B,4R,4R,ERRTH,Domestic,9/20/15 15:31,9/20/15,9/20/15 13:54,9/20/15 14:02,,9/20/15 14:19,9/20/15 15:31,9/20/15 15:36,9/20/15 15:37,9/20/15 15:37,0:06:09
United Airlines,ASQ4375,N16559,E145,Arrival,YHZ,EWR,Gate_27A,Gate_27A,4R,4R,ALLEX,,9/20/15 15:32,,9/20/15 13:29,9/20/15 13:22,,9/20/15 13:31,9/20/15 15:32,9/20/15 15:37,9/20/15 15:41,9/20/15 15:42,0:10:01
United Airlines,UAL131,N13138,B752,Arrival,DUB,EWR,Gate_92,Gate_92,4R,4R,4336N/06654W,,9/20/15 15:34,,9/20/15 7:55,9/20/15 8:18,,9/20/15 8:27,9/20/15 15:34,9/20/15 15:37,9/20/15 15:30,9/20/15 15:38,0:04:13
United Airlines,RPA3876,N195WQ,DH8D,Arrival,DCA,EWR,Gate_109,Gate_109,4R,4R,PALEO,,9/20/15 15:35,,9/20/15 14:26,9/20/15 14:39,,9/20/15 14:57,9/20/15 15:35,9/20/15 15:52,9/20/15 15:45,9/20/15 15:53,0:17:26
United Airlines,UAL1923,N27724,B737,Arrival,SNA,EWR,Gate_127,Gate_127,4R,4R,TRM,,9/20/15 15:37,,9/20/15 10:45,9/20/15 10:37,,9/20/15 11:01,9/20/15 15:37,9/20/15 15:43,9/20/15 16:15,9/20/15 15:43,0:06:08
United Airlines,UAL1640,N48127,B752,Arrival,LAX,EWR,Gate_137,Gate_137,4R,4R,TRM,,9/20/15 15:39,,9/20/15 10:47,9/20/15 10:46,,9/20/15 10:58,9/20/15 15:39,9/20/15 15:49,9/20/15 16:15,9/20/15 15:49,0:10:47
United Airlines,UAL1069,N21723,B737,Arrival,BOG,EWR,Gate_61,Gate_61,4R,4R,FAK,,9/20/15 15:40,,9/20/15 9:48,9/20/15 10:11,,9/20/15 10:26,9/20/15 15:40,9/20/15 15:44,9/20/15 15:53,9/20/15 15:45,0:04:51
General Aviation,DAL2042,N970AT,B712,Arrival,ATL,EWR,Gate_46B,Gate_46B,4R,4R,SPA,Domestic,9/20/15 15:41,9/20/15,9/20/15 13:45,9/20/15 13:44,,9/20/15 14:04,9/20/15 15:41,9/20/15 15:45,9/20/15 16:13,9/20/15 15:45,0:03:45
General Aviation,DAL271,N169DZ,B763,Arrival,CDG,EWR,Gate_51,Gate_51,4R,4R,,International,9/20/15 15:43,9/20/15,9/20/15 7:30,9/20/15 7:30,,9/20/15 7:47,9/20/15 15:43,9/20/15 15:48,9/20/15 16:11,9/20/15 15:52,0:08:54
United Airlines,UAL1082,N36447,B739,Arrival,ORD,EWR,Gate_84,Gate_84,4R,4R,DUFEE,,9/20/15 15:46,,9/20/15 12:55,9/20/15 13:43,,9/20/15 14:11,9/20/15 15:46,9/20/15 15:52,9/20/15 15:05,9/20/15 15:52,0:06:45
United Airlines,UAL55,N19141,B752,Arrival,CDG,EWR,Gate_52,Gate_52,4R,4R,EVX,,9/20/15 15:47,,9/20/15 7:10,9/20/15 7:15,,9/20/15 7:34,9/20/15 15:47,9/20/15 15:57,9/20/15 15:55,9/20/15 16:02,0:14:22
United Airlines,UAL1771,N17139,B752,Arrival,DEN,EWR,Gate_126,Gate_126,4R,4R,ZIRKL,,9/20/15 15:49,,9/20/15 12:25,9/20/15 12:26,,9/20/15 12:38,9/20/15 15:49,,9/20/15 16:14,9/20/15 16:04,0:15:25
General Aviation,DLH402,D-ABYP,,Arrival,FRA,EWR,,Gate_62,4L,4L,,,9/20/15 15:49,9/20/15,9/20/15 7:20,9/20/15 7:26,,9/20/15 7:49,9/20/15 15:49,9/20/15 15:56,9/20/15 15:45,9/20/15 15:56,0:06:53
General Aviation,TAP203,CS-TOL,A332,Arrival,LIS,EWR,,Gate_67,4R,4R,BUSEN,International,9/20/15 15:51,9/20/15,9/20/15 8:20,9/20/15 8:21,,9/20/15 8:36,9/20/15 15:51,9/20/15 15:56,9/20/15 16:25,9/20/15 15:57,0:05:23
General Aviation,SWA1214,N289CT,B737,Arrival,MSY,EWR,Gate_14,Gate_14,4R,4R,GCV,,9/20/15 15:54,,9/20/15 13:25,9/20/15 13:21,,9/20/15 13:31,9/20/15 15:54,9/20/15 15:59,9/20/15 16:25,9/20/15 16:14,0:20:09
General Aviation,DAL149,N177DN,B763,Arrival,AMS,EWR,Gate_54,Gate_54,4R,4R,,International,9/20/15 15:55,9/20/15,9/20/15 7:20,9/20/15 7:25,,9/20/15 7:46,9/20/15 15:55,9/20/15 16:00,9/20/15 15:58,9/20/15 16:00,0:04:27
United Airlines,UCA4787,N368PH,DH8B,Arrival,ROC,EWR,Gate_87,Gate_87,11,11,ROC,,9/20/15 15:56,,9/20/15 14:45,9/20/15 14:45,,9/20/15 14:56,9/20/15 15:56,9/20/15 16:00,9/20/15 16:15,9/20/15 16:00,0:03:51
General Aviation,JBU928,N589JB,A320,Arrival,MCO,EWR,Gate_16,Gate_16,4R,4R,SAV,,9/20/15 15:57,,9/20/15 13:40,,,9/20/15 13:50,9/20/15 15:57,9/20/15 16:04,9/20/15 16:19,9/20/15 16:05,0:07:16
United Airlines,RPA4872,N328NG,DH8D,Arrival,PWM,EWR,Gate_107,Gate_107,4R,4R,ALIEH,,9/20/15 15:59,,9/20/15 14:20,9/20/15 14:21,,9/20/15 14:36,9/20/15 15:59,9/20/15 16:02,9/20/15 15:56,9/20/15 16:02,0:03:34
General Aviation,JZA492,C-FIJA,CRJ2,Arrival,YUL,EWR,,Gate_11,4R,4R,FAWNS,,9/20/15 16:00,,9/20/15 14:00,9/20/15 14:30,,9/20/15 14:53,9/20/15 16:00,9/20/15 16:07,9/20/15 15:27,9/20/15 16:08,0:07:59
United Airlines,UAL1141,N69830,B739,Arrival,IAH,EWR,Gate_96,Gate_96,4R,4R,ORRTH,,9/20/15 16:01,,9/20/15 12:50,9/20/15 12:56,,9/20/15 13:09,9/20/15 16:01,9/20/15 16:06,9/20/15 16:29,9/20/15 16:14,0:12:48
